subj_id,seed,sona_experiment_code,experimenter,cue_contrast,block,trial,mask_type,cue_type,cue_validity,cue_dir,target_loc,soa,target_loc_x,target_loc_y,rt,response_type,is_correct
,100,,,,0,0,mask,visual_word,valid,right,right,,,,,,
,100,,,,0,1,mask,visual_word,neutral,neutral,right,,,,,,
,100,,,,0,2,mask,visual_word,invalid,right,down,,,,,,
,100,,,,0,3,mask,visual_word,invalid,left,down,,,,,,
,100,,,,0,4,mask,visual_arrow,neutral,neutral,right,,,,,,
,100,,,,0,5,mask,visual_arrow,valid,left,left,,,,,,
,100,,,,0,6,mask,visual_word,valid,left,left,,,,,,
,100,,,,0,7,mask,visual_word,valid,right,right,,,,,,
,100,,,,0,8,mask,visual_word,valid,right,right,,,,,,
,100,,,,0,9,mask,visual_arrow,valid,right,right,,,,,,
,100,,,,0,10,mask,visual_arrow,invalid,left,up,,,,,,
,100,,,,0,11,mask,visual_word,valid,right,right,,,,,,
,100,,,,0,12,mask,visual_word,invalid,right,up,,,,,,
,100,,,,0,13,mask,visual_word,valid,right,right,,,,,,
,100,,,,0,14,mask,visual_word,invalid,left,down,,,,,,
,100,,,,1,15,mask,visual_arrow,valid,right,right,,,,,,
,100,,,,1,16,mask,visual_arrow,valid,right,right,,,,,,
,100,,,,1,17,mask,visual_word,invalid,left,down,,,,,,
,100,,,,1,18,mask,visual_word,neutral,neutral,right,,,,,,
,100,,,,1,19,mask,visual_word,valid,left,left,,,,,,
,100,,,,1,20,mask,visual_word,valid,right,right,,,,,,
,100,,,,1,21,mask,visual_arrow,invalid,left,right,,,,,,
,100,,,,1,22,mask,visual_word,invalid,left,up,,,,,,
,100,,,,1,23,mask,visual_arrow,invalid,left,up,,,,,,
,100,,,,1,24,mask,visual_arrow,valid,right,right,,,,,,
,100,,,,1,25,mask,visual_arrow,valid,right,right,,,,,,
,100,,,,1,26,mask,visual_word,invalid,left,up,,,,,,
,100,,,,1,27,mask,visual_word,valid,right,right,,,,,,
